OR4F5	NM_001005484
FAM110A	NM_001042353
ANGPT4	NM_015985
RSPO4	NM_001029871
PSMF1	NM_006814
TMEM74B	NM_018354
C20orf202	NM_001009612
RAD21L1	NM_001136566
SNPH	NM_014723
SDCBP2	NM_080489
AL136531.1	ENST00000537552
FKBP1A	NM_054014
NSFL1C	NM_001206736
SIRPB2	NM_001122962
SIRPD	NM_178460
RP4-576H24.4	ENST00000567028
SIRPB1	NM_006065
SIRPG	NM_018556
SIRPA	NM_001040023
PDYN	NM_001190898
STK35	NM_080836
LOC388780	NM_001287682
TGM3	NM_003245
TGM6	NM_198994
SNRPB	NM_198216
RP4-734P14.4	ENST00000461548
ZNF343	NM_001282497
TMC2	NM_080751
NOP56	NM_006392
IDH3B	NM_006899
EBF4	NM_001110514
CPXM1	NM_019609
C20orf141	NM_080739
TMEM239	NM_001167670
PCED1A	NM_022760
VPS16	NM_022575
PTPRA	NM_002836
GNRH2	NM_001501
MRPS26	NM_030811
OXT	NM_000915
AVP	NM_000490
UBOX5	NM_014948
FASTKD5	NM_021826
LZTS3	NM_001282533
DDRGK1	NM_023935
ITPA	NM_033453
SLC4A11	NM_001174090
C20orf194	NM_001009984
ATRN	NM_139321
GFRA4	NM_145762
ADAM33	NM_025220
SIGLEC1	NM_023068
HSPA12B	NM_052970
C20orf27	NM_001039140
SPEF1	NM_015417
CENPB	NM_001810
CDC25B	NM_021873
AP5S1	NM_001204447
MAVS	NM_020746
PANK2	NM_153638
RNF24	NM_001134338
RP11-352D3.2	ENST00000379526
SMOX	NM_001270691
ADRA1D	NM_000678
PRNP	NM_183079
PRND	NM_012409
PRNT	ENST00000418528
RASSF2	NM_014737
SLC23A2	NM_005116
TMEM230	NM_001009923
PCNA	NM_002592
CDS2	NM_003818
PROKR2	NM_144773
GPCPD1	NM_019593
C20orf196	NM_152504
CHGB	NM_001819
TRMT6	NM_015939
MCM8	NM_001281521
CRLS1	NM_019095
LRRN4	NM_152611
FERMT1	NM_017671
BMP2	NM_001200
HAO1	NM_017545
TMX4	NM_021156
PLCB1	NM_015192
PLCB4	NM_000933
LAMP5	NM_012261
PAK7	NM_177990
ANKEF1	NM_022096
SNAP25	NM_130811
MKKS	NM_018848
SLX4IP	NM_001009608
JAG1	NM_000214
C20orf187	ENST00000378252
BTBD3	NM_181443
SPTLC3	NM_018327
ISM1	NM_080826
TASP1	NM_017714
ESF1	NM_016649
NDUFAF5	NM_024120
SEL1L2	NM_001271539
MACROD2	NM_080676
FLRT3	NM_198391
KIF16B	NM_001199866
SNRPB2	NM_003092
OTOR	NM_020157
PCSK2	NM_002594
BFSP1	NM_001195
DSTN	NM_006870
RRBP1	NM_004587
BANF2	NM_001159495
SNX5	NM_014426
MGME1	NM_052865
OVOL2	NM_021220
PET117	NM_001164811
CSRP2BP	NM_020536
ZNF133	NM_001282996
DZANK1	NM_001099407
POLR3F	NM_006466
RBBP9	NM_006606
SEC23B	NM_032986
DTD1	NM_080820
C20orf78	NM_001242671
SCP2D1	NM_178483
SLC24A3	NM_020689
AL121761.2	ENST00000598007
RIN2	NM_001242581
NAA20	NM_016100
CRNKL1	NM_016652
C20orf26	NM_015585
INSM1	NM_002196
RALGAPA2	NM_020343
KIZ	NM_018474
XRN2	NM_012255
NKX2-4	NM_033176
NKX2-2	NM_002509
PAX1	NM_006192
FOXA2	NM_021784
SSTR4	NM_001052
THBD	NM_000361
CD93	NM_012072
AL096677.1	ENST00000596205
NXT1	NM_013248
GZF1	NM_022482
NAPB	NM_001283018
CSTL1	NM_138283
CST11	NM_130794
CST8	NM_001281730
CST9L	NM_080610
CST9	NM_001008693
CST3	NM_000099
CST4	NM_001899
CST1	NM_001898
CST2	NM_001322
CST5	NM_001900
GGTLC1	NM_178312
SYNDIG1	NM_024893
CST7	NM_003650
APMAP	NM_020531
ACSS1	NM_032501
VSX1	NM_014588
ENTPD6	NM_001247
AL035252.1	ENST00000593352
PYGB	NM_002862
ABHD12	NM_015600
GINS1	NM_021067
NINL	NM_025176
NANP	NM_152667
ZNF337	NM_001290261
FAM182B	ENST00000376403
FRG1B	ENST00000358464
DEFB115	NM_001037730
DEFB116	NM_001037731
DEFB118	NM_054112
DEFB119	NM_153323
DEFB121	NM_001011878
DEFB123	NM_153324
DEFB124	NM_001037500
REM1	NM_014012
HM13	NM_178581
ID1	NM_002165
COX4I2	NM_032609
BCL2L1	NM_138578
AL160175.1	ENST00000597287
TPX2	NM_012112
MYLK2	NM_033118
FOXS1	NM_004118
DUSP15	NM_080611
TTLL9	NM_001008409
PDRG1	NM_030815
XKR7	NM_001011718
CCM2L	NM_080625
HCK	NM_002110
TM9SF4	NM_014742
PLAGL2	NM_002657
POFUT1	NM_015352
KIF3B	NM_004798
ASXL1	NM_015338
C20orf112	ENST00000359676
NOL4L	NM_001256798
RP11-410N8.4	ENST00000375670
C20orf203	NM_182584
COMMD7	NM_053041
DNMT3B	NM_006892
MAPRE1	NM_012325
EFCAB8	ENST00000400522
SUN5	NM_080675
BPIFB2	NM_025227
BPIFB6	NM_174897
BPIFB3	NM_182658
BPIFB4	NM_182519
BPIFA2	NM_080574
BPIFA3	NM_178466
AL121901.1	ENST00000601172
BPIFA1	NM_130852
BPIFB1	NM_033197
CDK5RAP1	NM_016082
SNTA1	NM_003098
CBFA2T2	NM_005093
NECAB3	NM_031232
C20orf144	NM_080825
ACTL10	NM_001024675
E2F1	NM_005225
PXMP4	NM_007238
ZNF341	NM_001282933
CHMP4B	NM_176812
RALY	NM_016732
EIF2S2	NM_003908
ASIP	NM_001672
AHCY	NM_000687
ITCH	NM_001257137
DYNLRB1	NM_014183
MAP1LC3A	NM_181509
PIGU	NM_080476
TP53INP2	NM_021202
NCOA6	NM_014071
GGT7	NM_178026
ACSS2	NM_001076552
GSS	NM_000178
MYH7B	NM_020884
TRPC4AP	NM_015638
EDEM2	NM_018217
PROCR	NM_006404
MMP24	NM_006690
EIF6	NM_181468
FAM83C	NM_178468
UQCC1	NM_018244
GDF5	NM_000557
GDF5OS	ENST00000374375
CEP250	NM_007186
C20orf173	NM_001145350
ERGIC3	NM_198398
SPAG4	NM_003116
CPNE1	NM_003915
RBM12	NM_001198840
RP1-309K20.6	ENST00000541176
NFS1	NM_021100
ROMO1	NM_080748
RBM39	NM_184234
PHF20	NM_016436
SCAND1	NM_033630
CNBD2	NM_080834
AL121895.1	ENST00000597622
EPB41L1	NM_012156
AAR2	NM_001271874
DLGAP4	NM_014902
MYL9	NM_006097
TGIF2-C20orf24	NM_001199535
TGIF2	NM_001199515
C20orf24	NM_001199534
SLA2	NM_032214
NDRG3	NM_032013
DSN1	NM_024918
SOGA1	NM_080627
TLDC2	NM_080628
SAMHD1	NM_015474
RBL1	NM_002895
MROH8	NM_152503
RPN2	NM_002951
GHRH	NM_021081
MANBAL	NM_022077
SRC	NM_198291
BLCAP	NM_001167821
NNAT	NM_005386
CTNNBL1	NM_030877
VSTM2L	NM_080607
TTI1	NM_014657
RPRD1B	NM_021215
TGM2	NM_004613
KIAA1755	NM_001029864
BPI	NM_001725
LBP	NM_004139
RALGAPB	NM_020336
ADIG	NM_001018082
ARHGAP40	NM_001164431
SLC32A1	NM_080552
ACTR5	NM_024855
PPP1R16B	NM_015568
FAM83D	NM_030919
DHX35	NM_021931
MAFB	NM_005461
TOP1	NM_003286
PLCG1	NM_002660
ZHX3	NM_015035
LPIN3	NM_022896
EMILIN3	NM_052846
CHD6	NM_032221
PTPRT	NM_133170
SRSF6	NM_006275
L3MBTL1	NM_032107
SGK2	NM_016276
IFT52	NM_016004
MYBL2	NM_002466
GTSF1L	NM_176791
TOX2	NM_001098797
JPH2	NM_020433
OSER1	NM_016470
GDAP1L1	NM_001256737
FITM2	NM_001080472
R3HDML	NM_178491
HNF4A	NM_001258355
C20orf62	NM_001287807
TTPAL	NM_001039199
SERINC3	NM_006811
Z97053.1	ENST00000597250
PKIG	NM_001281444
ADA	NM_000022
WISP2	NM_003881
KCNK15	NM_022358
RIMS4	NM_001205317
YWHAB	NM_003404
PABPC1L	NM_001124756
TOMM34	NM_006809
STK4	NM_006282
KCNS1	NM_002251
WFDC5	NM_145652
WFDC12	NM_080869
PI3	NM_002638
SEMG1	NM_003007
SEMG2	NM_003008
SLPI	NM_003064
MATN4	NM_003833
RBPJL	NM_014276
SDC4	NM_002999
SYS1	NM_033542
SYS1-DBNDD2	ENST00000458187
TP53TG5	NM_014477
DBNDD2	NM_018478
PIGT	NM_015937
AL031663.2	ENST00000595203
AL031663.1	ENST00000599747
WFDC2	NM_006103
SPINT3	NM_006652
WFDC6	NM_080827
EPPIN-WFDC6	NM_001198986
EPPIN	NM_020398
WFDC8	NM_181510
WFDC9	NM_147198
WFDC10A	NM_080753
WFDC11	NM_147197
WFDC10B	NM_172131
WFDC13	NM_172005
SPINT4	NM_178455
WFDC3	NM_080614
DNTTIP1	NM_052951
UBE2C	NM_007019
TNNC2	NM_003279
SNX21	NM_033421
ACOT8	NM_005469
ZSWIM3	NM_080752
ZSWIM1	NM_080603
SPATA25	NM_080608
NEURL2	NM_080749
CTSA	NM_000308
PLTP	NM_006227
PCIF1	NM_022104
ZNF335	NM_022095
MMP9	NM_004994
SLC12A5	NM_001134771
NCOA5	NM_020967
CD40	NM_001250
CDH22	NM_021248
SLC35C2	NM_001281458
ELMO2	NM_182764
ZNF334	NM_018102
OCSTAMP	NM_080721
SLC13A3	NM_022829
TP53RK	NM_033550
SLC2A10	NM_030777
EYA2	NM_005244
ZMYND8	NM_001281775
AL031666.2	ENST00000599904
NCOA3	NM_181659
SULF2	NM_018837
PREX1	NM_020820
ARFGEF2	NM_006420
CSE1L	NM_001316
STAU1	NM_017453
DDX27	NM_017895
ZNFX1	NM_021035
KCNB1	NM_004975
PTGIS	NM_000961
B4GALT5	NM_004776
SLC9A8	NM_001260491
SPATA2	NM_006038
RNF114	NM_018683
SNAI1	NM_005985
UBE2V1	NM_001257393
TMEM189-UBE2V1	NM_199203
TMEM189	NM_199129
CEBPB	NM_005194
LINC01272	NM_001278655
PTPN1	NM_002827
FAM65C	NM_001290268
PARD6B	NM_032521
BCAS4	NM_017843
ADNP	NM_181442
DPM1	NM_003859
MOCS3	NM_014484
KCNG1	NM_002237
NFATC2	NM_173091
ATP9A	NM_006045
SALL4	NM_020436
ZFP64	NM_199427
TSHZ2	NM_173485
AL354993.1	ENST00000439873
ZNF217	NM_006526
BCAS1	NM_003657
CYP24A1	NM_000782
PFDN4	NM_002623
DOK5	NM_018431
CBLN4	NM_080617
MC3R	NM_019888
FAM210B	NM_080821
AURKA	NM_198433
CSTF1	NM_001033522
CASS4	NM_001164116
RTFDC1	NM_001283035
GCNT7	NM_080615
FAM209A	NM_001012971
FAM209B	NM_001013646
TFAP2C	NM_003222
BMP7	NM_001719
SPO11	NM_012444
RAE1	NM_003610
MTRNR2L3	NM_001190472
RBM38	NM_001291780
CTCFL	NM_001269043
PCK1	NM_002591
ZBP1	NM_030776
PMEPA1	NM_020182
C20orf85	NM_178456
ANKRD60	ENST00000457363
PPP4R1L	ENST00000334187
RAB22A	NM_020673
VAPB	NM_004738
APCDD1L	NM_153360
MGC4294	ENST00000598340
STX16	NM_001001433
STX16-NPEPL1	ENST00000530122
NPEPL1	NM_024663
GNAS	NM_080425
NELFCD	NM_198976
CTSZ	NM_001336
TUBB1	NM_030773
ATP5E	NM_006886
SLMO2	NM_016045
ZNF831	NM_178457
EDN3	NM_000114
PHACTR3	NM_080672
SYCP2	NM_014258
PPP1R3D	NM_006242
FAM217B	NM_001190826
CDH26	NM_177980
C20orf197	NM_173644
CDH4	NM_001794
RP11-429E11.3	ENST00000317652
TAF4	NM_003185
LSM14B	NM_144703
PSMA7	NM_002792
SS18L1	NM_198935
MTG2	NM_015666
HRH3	NM_007232
OSBPL2	NM_144498
ADRM1	NM_007002
LAMA5	NM_005560
RPS21	NM_001024
CABLES2	NM_031215
RBBP8NL	NM_080833
GATA5	NM_080473
C20orf166	NM_178463
RP11-93B14.6	ENST00000370520
SLCO4A1	NM_016354
NTSR1	NM_002531
MRGBP	NM_018270
OGFR	NM_007346
COL9A3	NM_001853
TCFL5	NM_006602
DPH3P1	NM_080750
DIDO1	NM_033081
GID8	NM_017896
SLC17A9	NM_022082
BHLHE23	NM_080606
YTHDF1	NM_017798
BIRC7	NM_139317
NKAIN4	NM_152864
ARFGAP1	NM_175609
COL20A1	NM_020882
CHRNA4	NM_000744
KCNQ2	NM_172107
EEF1A2	NM_001958
PPDPF	NM_024299
PTK6	NM_005975
SRMS	NM_080823
C20orf195	NM_024059
HELZ2	NM_001037335
GMEB2	NM_012384
STMN3	NM_015894
RTEL1-TNFRSF6B	ENST00000482936
RTEL1	NM_001283009
TNFRSF6B	NM_003823
ARFRP1	NM_001267547
ZGPAT	NM_032527
RP4-583P15.15	ENST00000490623
LIME1	NM_017806
RP4-583P15.14	ENST00000467211
SLC2A4RG	NM_020062
ZBTB46	NM_025224
AL158091.1	ENST00000596861
C20ORF135	ENST00000601296
ABHD16B	NM_080622
TPD52L2	NM_199360
DNAJC5	NM_025219
UCKL1	NM_017859
AL118506.1	ENST00000595604
ZNF512B	NM_020713
SAMD10	NM_080621
PRPF6	NM_012469
SOX18	NM_018419
TCEA2	NM_003195
RGS19	NM_001039467
LKAAEAR1	NM_001007125
C20orf201	ENST00000308906
OPRL1	NM_001200019
NPBWR2	NM_005286
MYT1	NM_004535
PCMTD2	NM_018257
IGHV1OR21-1	ENST00000559480
TPTE	NM_199261
BAGE2	NM_182482
BAGE3	NM_182481
BAGE4	NM_181704
BAGE	NM_001187
BAGE5	NM_182484
AL050302.1	ENST00000540061
POTED	NM_174981
AL050303.1	ENST00000596508
LIPI	NM_198996
RBM11	NM_144770
HSPA13	NM_006948
SAMSN1	NM_001256370
LOC388813	NM_001256579
AF165138.7	ENST00000400562
NRIP1	NM_003489
USP25	NM_001283041
C21orf37	ENST00000440664
CXADR	NM_001207066
BTG3	NM_001130914
C21orf91	NM_001100420
CHODL	NM_024944
TMPRSS15	NM_002772
NCAM2	NM_004540
MRPL39	NM_080794
JAM2	NM_001270408
ATP5J	NM_001003701
GABPA	NM_001197297
APP	NM_000484
CYYR1	NM_052954
ADAMTS1	NM_006988
ADAMTS5	NM_007038
N6AMT1	NM_013240
LTN1	NM_015565
RWDD2B	NM_016940
USP16	NM_001032410
CCT8	NM_006585
MAP3K7CL	NM_020152
BACH1	NM_001186
GRIK1	NM_000830
GRIK1-AS2	ENST00000333765
CLDN17	NM_012131
CLDN8	NM_199328
KRTAP24-1	NM_001085455
KRTAP25-1	NM_001128598
KRTAP26-1	NM_203405
KRTAP27-1	NM_001077711
KRTAP23-1	NM_181624
KRTAP13-2	NM_181621
KRTAP13-1	NM_181599
KRTAP13-3	NM_181622
KRTAP13-4	NM_181600
KRTAP15-1	NM_181623
KRTAP19-1	NM_181607
KRTAP19-2	NM_181608
KRTAP19-3	NM_181609
KRTAP19-4	NM_181610
KRTAP19-5	NM_181611
KRTAP19-6	NM_181612
KRTAP19-7	NM_181614
KRTAP22-2	NM_001164434
KRTAP6-3	NM_181605
KRTAP6-2	NM_181604
KRTAP22-1	NM_181620
KRTAP6-1	NM_181602
KRTAP20-1	NM_181615
KRTAP20-4	ENST00000382828
KRTAP20-2	NM_181616
KRTAP20-3	NM_001128077
KRTAP21-3	NM_001164435
KRTAP21-2	NM_181617
KRTAP21-1	NM_181619
KRTAP8-1	NM_175857
KRTAP7-1	NM_181606
KRTAP11-1	NM_175858
KRTAP19-8	NM_001099219
TIAM1	NM_003253
SOD1	NM_000454
SCAF4	NM_020706
HUNK	NM_014586
MIS18A	NM_018944
MRAP	NM_178817
URB1	NM_014825
C21orf119	ENST00000534991
EVA1C	NM_058187
TCP10L	NM_144659
AP000275.65	ENST00000431216
C21orf59	NM_021254
SYNJ1	NM_003895
PAXBP1	NM_016631
C21orf49	ENST00000382375
C21orf62	NM_001162496
OLIG2	NM_005806
OLIG1	NM_138983
C21orf54	ENST00000451980
IFNAR2	NM_207585
AP000295.9	ENST00000433395
IL10RB	NM_000628
IFNAR1	NM_000629
IFNGR2	NM_005534
TMEM50B	NM_006134
DNAJC28	NM_001040192
GART	NM_000819
SON	NM_138927
AP000304.1	ENST00000595468
DONSON	NM_017613
AP000304.12	ENST00000429238
CRYZL1	NM_145858
ITSN1	NM_003024
ATP5O	NM_001697
LOC400863	NM_001288961
MRPS6	NM_032476
SLC5A3	NM_006933
KCNE2	NM_172201
SMIM11	NM_058182
C21orf140	NM_001282537
AP000322.53	ENST00000450895
KCNE1	NM_000219
RCAN1	NM_001285391
CLIC6	NM_053277
RUNX1	NM_001754
FKSG68	ENST00000599809
AP000688.1	ENST00000600312
SETD4	NM_017438
CBR1	NM_001757
CBR3	NM_001236
DOPEY2	NM_005128
MORC3	NM_015358
CHAF1B	NM_005441
CLDN14	NM_001146077
AP000695.1	ENST00000595927
SIM2	NM_005069
HLCS	NM_000411
RIPPLY3	NM_018962
PIGP	NM_153681
TTC3	NM_003316
DSCR3	NM_006052
DYRK1A	NM_001396
AP001421.1	ENST00000597817
KCNJ6	NM_002240
DSCR4	NM_005867
DSCR8	ENST00000357704
KCNJ15	NM_001276435
ERG	NM_001243428
ETS2	NM_001256295
PSMG1	NM_003720
BRWD1	NM_018963
HMGN1	NM_004965
WRB	NM_004627
LCA5L	NM_152505
SH3BGR	NM_007341
C21orf88	ENST00000380612
B3GALT5	NM_033172
IGSF5	NM_001080444
PCP4	NM_006198
DSCAM	NM_001389
BACE2	NM_012105
PLAC4	NM_182832
FAM3B	NM_058186
MX2	NM_002463
MX1	NM_002462
TMPRSS2	NM_001135099
RIPK4	NM_020639
PRDM15	NM_022115
C2CD2	NM_015500
ZBTB21	NM_001098402
UMODL1	NM_173568
C21orf128	ENST00000329015
ABCG1	NM_004915
TFF3	NM_003226
TFF2	NM_005423
TFF1	NM_003225
TMPRSS3	NM_024022
UBASH3A	NM_018961
RSPH1	NM_080860
SLC37A1	NM_018964
PDE9A	NM_002606
WDR4	NM_033661
NDUFV3	NM_021075
PKNOX1	NM_004571
CBS	NM_000071
U2AF1	NM_001025203
AP001631.10	ENST00000433840
CRYAA	NM_000394
SIK1	NM_173354
HSF2BP	NM_007031
RRP1B	NM_015056
PDXK	NM_003681
CSTB	NM_000100
RRP1	NM_003683
AGPAT3	NM_001037553
TRAPPC10	NM_003274
PWP2	NM_005049
C21orf33	NM_004649
AP001055.1	ENST00000598764
ICOSLG	NM_001283050
DNMT3L	NM_013369
AIRE	NM_000383
PFKL	NM_001002021
C21orf2	NM_001271441
TRPM2	NM_003307
LRRC3	NM_030891
LRRC3DN	ENST00000596691
TSPEAR	NM_144991
C21orf90	ENST00000330490
KRTAP10-1	NM_198691
KRTAP10-2	NM_198693
KRTAP10-3	NM_198696
KRTAP10-4	NM_198687
KRTAP10-5	NM_198694
KRTAP10-6	NM_198688
KRTAP10-7	NM_198689
KRTAP10-8	NM_198695
KRTAP10-9	NM_198690
KRTAP10-10	NM_181688
KRTAP10-11	NM_198692
KRTAP12-4	NM_198698
KRTAP12-3	NM_198697
KRTAP12-2	NM_181684
KRTAP12-1	NM_181686
KRTAP10-12	NM_198699
UBE2G2	NM_003343
SUMO3	NM_001286416
PTTG1IP	NM_004339
ITGB2	NM_001127491
C21orf67	ENST00000397841
FAM207A	NM_058190
AP001579.1	ENST00000599569
PRED57	ENST00000600921
PRED58	ENST00000596207
ADARB1	NM_015833
POFUT2	NM_133635
COL18A1	NM_030582
SLC19A1	NM_194255
PRED60	ENST00000601068
PCBP3	NM_020528
PRED62	ENST00000593412
COL6A1	NM_001848
COL6A2	NM_001849
FTCD	NM_006657
SPATC1L	NM_001142854
LSS	NM_002340
AP001468.1	ENST00000594486
MCM3AP	NM_003906
YBEY	NM_058181
C21orf58	NM_058180
PCNT	NM_006031
DIP2A	NM_015151
S100B	NM_006272
PRMT2	NM_206962
POTEH	NM_001136213
OR11H1	NM_001005239
CCT8L2	NM_014406
XKR3	NM_175878
GAB4	NM_001037814
IL17RA	NM_014339
CECR6	NM_031890
AC006946.15	ENST00000441544
CECR5	NM_033070
CECR1	NM_001282225
CECR2	NM_001290047
SLC25A18	NM_031481
LOC101929372	NM_001288707
ATP6V1E1	NM_001696
BCL2L13	NM_001270726
BID	NM_197966
MICAL3	NM_015241
PEX26	NM_017929
TUBA8	NM_018943
USP18	NM_017414
AC008132.1	ENST00000342888
AC008132.13	ENST00000342005
DGCR6	NM_005675
PRODH	NM_016335
DGCR2	NM_005137
TSSK2	NM_053006
DGCR14	NM_022719
GSC2	NM_005315
SLC25A1	NM_005984
CLTCL1	NM_007098
HIRA	NM_003325
MRPL40	NM_003776
C22orf39	NM_173793
UFD1L	NM_005659
CDC45	NM_001178010
CLDN5	NM_003277
SEPT5	NM_002688
GP1BB	NM_000407
TBX1	NM_080647
GNB1L	NM_053004
C22orf29	NM_024627
TXNRD2	NM_006440
COMT	NM_000754
ARVCF	NM_001670
TANGO2	NM_001283129
DGCR8	NM_022720
TRMT2A	NM_182984
RANBP1	NM_001278639
ZDHHC8	NM_001185024
LOC388849	NM_001243537
AC006547.14	ENST00000439765
RTN4R	NM_023004
DGCR6L	NM_033257
GGTLC3	ENST00000424787
TMEM191B	NM_001242313
RIMBP3	NM_015672
FAM230A	ENST00000434783
USP41	ENST00000454608
ZNF74	NM_001256524
SCARF2	NM_153334
KLHL22	NM_032775
MED15	NM_001003891
PI4KA	NM_058004
SERPIND1	NM_000185
SNAP29	NM_004782
CRKL	NM_005207
AIFM3	NM_144704
LZTR1	NM_006767
THAP7	NM_030573
AC002472.1	ENST00000547793
P2RX6	NM_005446
SLC7A4	NM_004173
LOC400891	NM_001291006
AC002472.13	ENST00000342608
POM121L7	ENST00000329949
GGT2	ENST00000401924
RIMBP3B	NM_001128635
RIMBP3C	NM_001128633
HIC2	NM_015094
TMEM191C	NM_001207052
UBE2L3	NM_001256355
YDJC	NM_001017964
CCDC116	NM_152612
SDF2L1	NM_022044
PPIL2	NM_148176
YPEL1	NM_013313
MAPK1	NM_138957
PPM1F	NM_014634
TOP3B	NM_001282113
IGLV4-69	ENST00000390282
IGLV8-61	ENST00000390283
IGLV4-60	ENST00000390284
IGLV6-57	ENST00000390285
IGLV11-55	ENST00000390286
IGLV10-54	ENST00000390287
VPREB1	NM_007128
IGLV5-52	ENST00000390289
IGLV1-51	ENST00000390290
IGLV1-50	ENST00000390291
IGLV9-49	ENST00000427632
IGLV5-48	ENST00000390293
IGLV1-47	ENST00000390294
IGLV7-46	ENST00000390295
IGLV5-45	ENST00000390296
IGLV1-44	ENST00000390297
IGLV7-43	ENST00000390298
IGLV1-40	ENST00000390299
IGLV5-37	ENST00000390300
IGLV1-36	ENST00000390301
ZNF280B	NM_080764
ZNF280A	NM_080740
PRAME	NM_001291715
LL22NC03-63E9.3	ENST00000407120
IGLV2-33	ENST00000390302
IGLV3-32	ENST00000390303
GGTLC2	NM_001282879
IGLV3-27	ENST00000390304
IGLV3-25	ENST00000390305
IGLV2-23	ENST00000390306
IGLV3-22	ENST00000390307
IGLV3-21	ENST00000390308
IGLV3-19	ENST00000390309
IGLV2-18	ENST00000390310
IGLV3-16	ENST00000390311
IGLV2-14	ENST00000390312
IGLV3-12	ENST00000390313
IGLV2-11	ENST00000390314
IGLV3-10	ENST00000390315
IGLV3-9	ENST00000390316
IGLV2-8	ENST00000390317
IGLV4-3	ENST00000390318
IGLV3-1	ENST00000390319
IGLL5	NM_001178126
IGLJ1	ENST00000390320
IGLC1	ENST00000390321
IGLJ2	ENST00000390322
IGLC2	ENST00000390323
IGLJ3	ENST00000390324
IGLC3	ENST00000390325
IGLJ4	ENST00000390326
IGLJ5	ENST00000390327
IGLJ6	ENST00000390328
IGLJ7	ENST00000390330
IGLC7	ENST00000390331
RTDR1	NM_014433
GNAZ	NM_002073
RAB36	NM_004914
BCR	NM_004327
IGLL1	NM_020070
DRICH1	NM_016449
C22orf43	ENST00000317749
RGL4	NM_153615
ZNF70	NM_021916
VPREB3	NM_013378
C22orf15	NM_182520
CHCHD10	NM_213720
MMP11	NM_005940
AP000349.1	ENST00000598975
SMARCB1	NM_003073
DERL3	NM_001135751
SLC2A11	NM_001282864
AP000350.10	ENST00000433835
MIF	NM_002415
AP000350.4	ENST00000406213
GSTT2B	NM_001080843
GSTT2	NM_000854
DDTL	NM_001084393
DDT	NM_001355
LOC391322	NM_001144931
GSTT1	NM_000853
CABIN1	NM_012295
SUSD2	NM_019601
GGT5	NM_001099781
SPECC1L	NM_001145468
SPECC1L-ADORA2A	ENST00000358654
ADORA2A	NM_000675
UPB1	NM_016327
GUCD1	NM_001284251
SNRPD3	NM_001278656
FAM211B	ENST00000318753
LRRC75B	NM_207644
GGT1	NM_013430
PIWIL3	NM_001008496
SGSM1	NM_001039948
TMEM211	NM_001001663
KIAA1671	NM_001145206
CRYBB3	NM_004076
CRYBB2	NM_000496
LRP5L	NM_182492
ADRBK2	NM_005160
MYO18B	NM_032608
SEZ6L	NM_021115
ASPHD2	NM_020437
HPS4	NM_022081
SRRD	NM_001013694
TFIP11	NM_001008697
TPST2	NM_003595
CRYBB1	NM_001887
CRYBA4	NM_001886
MN1	NM_002430
PITPNB	NM_001284278
TTC28	NM_001145418
CHEK2	NM_001005735
HSCB	NM_172002
CCDC117	NM_173510
XBP1	NM_001079539
ZNRF3	NM_001206998
C22orf31	NM_015370
KREMEN1	NM_032045
EMID1	NM_133455
RHBDD3	NM_012265
EWSR1	NM_013986
GAS2L1	NM_152236
RASL10A	NM_006477
AP1B1	NM_001127
RFPL1	NM_021026
NEFH	NM_021076
THOC5	NM_003678
NIPSNAP1	NM_003634
NF2	NM_000268
CABP7	NM_182527
ZMAT5	NM_019103
UQCR10	NM_013387
ASCC2	NM_032204
MTMR3	NM_021090
HORMAD2	NM_152510
LIF	NM_002309
OSM	NM_020530
RP1-130H16.18	ENST00000434291
GATSL3	NM_001037666
TBC1D10A	NM_001204240
SF3A1	NM_005877
CCDC157	NM_001017437
RNF215	NM_001017981
SEC14L2	NM_012429
RP4-539M6.19	ENST00000439838
KIAA1658	ENST00000598426
MTFP1	NM_016498
SEC14L3	NM_174975
SEC14L4	NM_174977
SEC14L6	NM_001193336
GAL3ST1	NM_004861
PES1	NM_014303
TCN2	NM_000355
SLC35E4	NM_001001479
DUSP18	NM_152511
OSBP2	NM_030758
MORC2	NM_014941
SMTN	NM_001207017
SELM	NM_080430
INPP5J	NM_001284285
PLA2G3	NM_015715
RNF185	NM_152267
LIMK2	NM_001031801
PIK3IP1	NM_052880
PATZ1	NM_014323
AC005003.1	ENST00000504184
DRG1	NM_004147
EIF4ENIF1	NM_001164501
SFI1	NM_001007467
PISD	NM_014338
PRR14L	NM_173566
DEPDC5	NM_001242896
C22orf24	NM_015372
YWHAH	NM_003405
SLC5A1	NM_000343
C22orf42	NM_001010859
RFPL2	NM_001098527
SLC5A4	NM_014227
RFPL3	NM_001098535
RFPL3S	ENST00000400234
RTCB	NM_014306
BPIFC	NM_174932
FBXO7	NM_012179
SYN3	NM_003490
TIMP3	NM_000362
LARGE	NM_004737
ISX	NM_001008494
HMGXB4	NM_001003681
TOM1	NM_001135732
HMOX1	NM_002133
MCM5	NM_006739
RASD2	NM_014310
MB	NM_005368
AL049747.1	ENST00000594060
APOL6	NM_030641
APOL5	NM_030642
RBFOX2	NM_001082578
APOL3	NM_145640
APOL4	NM_145660
APOL2	NM_030882
APOL1	NM_145343
MYH9	NM_002473
TXN2	NM_012473
FOXRED2	NM_001102371
EIF3D	NM_003753
CACNG2	NM_006078
IFT27	NM_001177701
PVALB	NM_002854
NCF4	NM_000631
CSF2RB	NM_000395
TEX33	NM_001163857
TST	NM_003312
MPST	NM_021126
