NM_001005484	OR4F5
NM_002073	GNAZ
NM_004914	RAB36
NM_004327	BCR
NM_020070	IGLL1
NM_016449	DRICH1
ENST00000317749	C22orf43
NM_153615	RGL4
NM_021916	ZNF70
NM_013378	VPREB3
NM_182520	C22orf15
NM_213720	CHCHD10
NM_005940	MMP11
ENST00000598975	AP000349.1
NM_003073	SMARCB1
NM_001135751	DERL3
NM_001282864	SLC2A11
ENST00000433835	AP000350.10
NM_002415	MIF
ENST00000406213	AP000350.4
NM_001080843	GSTT2B
NM_000854	GSTT2
NM_001084393	DDTL
NM_001355	DDT
NM_001144931	LOC391322
NM_000853	GSTT1
NM_012295	CABIN1
NM_019601	SUSD2
NM_001099781	GGT5
NM_001145468	SPECC1L
ENST00000358654	SPECC1L-ADORA2A
NM_000675	ADORA2A
NM_016327	UPB1
NM_001284251	GUCD1
NM_001278656	SNRPD3
ENST00000318753	FAM211B
NM_207644	LRRC75B
NM_013430	GGT1
NM_001008496	PIWIL3
NM_001039948	SGSM1
NM_001001663	TMEM211
NM_001145206	KIAA1671
NM_004076	CRYBB3
NM_000496	CRYBB2
NM_182492	LRP5L
NM_005160	ADRBK2
NM_032608	MYO18B
NM_021115	SEZ6L
NM_020437	ASPHD2
NM_022081	HPS4
NM_001013694	SRRD
NM_001008697	TFIP11
NM_003595	TPST2
NM_001887	CRYBB1
NM_001886	CRYBA4
NM_002430	MN1
NM_001284278	PITPNB
NM_001145418	TTC28
NM_001005735	CHEK2
NM_172002	HSCB
NM_173510	CCDC117
NM_001079539	XBP1
NM_001206998	ZNRF3
NM_015370	C22orf31
NM_032045	KREMEN1
NM_133455	EMID1
NM_012265	RHBDD3
NM_013986	EWSR1
NM_152236	GAS2L1
NM_006477	RASL10A
NM_001127	AP1B1
NM_021026	RFPL1
NM_021076	NEFH
NM_003678	THOC5
NM_003634	NIPSNAP1
NM_000268	NF2
NM_182527	CABP7
NM_019103	ZMAT5
NM_013387	UQCR10
NM_032204	ASCC2
NM_021090	MTMR3
NM_152510	HORMAD2
NM_002309	LIF
NM_020530	OSM
ENST00000434291	RP1-130H16.18
NM_001037666	GATSL3
NM_001204240	TBC1D10A
NM_005877	SF3A1
NM_001017437	CCDC157
NM_001017981	RNF215
NM_012429	SEC14L2
ENST00000439838	RP4-539M6.19
ENST00000598426	KIAA1658
NM_016498	MTFP1
NM_174975	SEC14L3
NM_174977	SEC14L4
NM_001193336	SEC14L6
NM_004861	GAL3ST1
NM_014303	PES1
NM_000355	TCN2
NM_001001479	SLC35E4
NM_152511	DUSP18
NM_030758	OSBP2
NM_014941	MORC2
NM_001207017	SMTN
NM_080430	SELM
NM_001284285	INPP5J
NM_015715	PLA2G3
NM_152267	RNF185
NM_001031801	LIMK2
NM_052880	PIK3IP1
NM_014323	PATZ1
ENST00000504184	AC005003.1
NM_004147	DRG1
NM_001164501	EIF4ENIF1
NM_001007467	SFI1
NM_014338	PISD
NM_173566	PRR14L
NM_001242896	DEPDC5
NM_015372	C22orf24
NM_003405	YWHAH
NM_000343	SLC5A1
NM_001010859	C22orf42
NM_001098527	RFPL2
NM_014227	SLC5A4
NM_001098535	RFPL3
ENST00000400234	RFPL3S
NM_014306	RTCB
NM_174932	BPIFC
NM_012179	FBXO7
NM_003490	SYN3
NM_000362	TIMP3
NM_004737	LARGE
NM_001008494	ISX
NM_001003681	HMGXB4
NM_001135732	TOM1
NM_002133	HMOX1
NM_006739	MCM5
NM_014310	RASD2
NM_005368	MB
ENST00000594060	AL049747.1
NM_030641	APOL6
NM_030642	APOL5
NM_001082578	RBFOX2
NM_145640	APOL3
NM_145660	APOL4
NM_030882	APOL2
NM_145343	APOL1
NM_002473	MYH9
NM_012473	TXN2
NM_001102371	FOXRED2
NM_003753	EIF3D
NM_006078	CACNG2
NM_001177701	IFT27
NM_002854	PVALB
NM_000631	NCF4
NM_000395	CSF2RB
NM_001163857	TEX33
NM_003312	TST
NM_021126	MPST
NM_001282684	KCTD17
NM_153609	TMPRSS6
NM_000878	IL2RB
NM_182486	C1QTNF6
NM_001051	SSTR3
NM_002872	RAC2
NM_013385	CYTH4
NM_052906	ELFN2
NM_002405	MFNG
NM_014550	CARD10
NM_152243	CDC42EP1
NM_006498	LGALS2
NM_013365	GGA1
NM_018957	SH3BP1
NM_020315	PDXP
NM_002305	LGALS1
NM_024313	NOL12
NM_001039141	TRIOBP
NM_005318	H1F0
NM_001171690	GCAT
NM_003614	GALR3
NM_138797	ANKRD54
NM_016091	EIF3L
NM_033386	MICALL1
NM_032561	C22orf23
NM_001301130	POLR2F
NM_006941	SOX10
NM_012407	PICK1
NM_013356	SLC16A8
NM_025045	BAIAP2L2
NM_003560	PLA2G6
NM_012323	MAFF
NM_012264	TMEM184B
NM_152221	CSNK1E
NM_152868	KCNJ4
NM_006855	KDELR3
NM_001098504	DDX17
NM_007068	DMC1
NM_001013647	FAM227A
NM_001002880	CBY1
NM_020243	TOMM22
NM_014876	JOSD1
NM_004286	GTPBP1
NM_001199579	SUN2
NM_005740	DNAL4
NM_014293	NPTXR
NM_014292	CBX6
NM_001193289	APOBEC3A_B
NM_145699	APOBEC3A
NM_004900	APOBEC3B
NM_014508	APOBEC3C
NM_152426	APOBEC3D
NM_145298	APOBEC3F
NM_021822	APOBEC3G
NM_001166003	APOBEC3H
NM_175709	CBX7
NM_002608	PDGFB
ENST00000456974	AL031590.1
NM_000967	RPL3
NM_004711	SYNGR1
NM_006116	TAB1
NM_002409	MGAT3
NM_019008	MIEF1
NM_001675	ATF4
NM_194326	RPS19BP1
NM_021096	CACNA1I
NM_152512	ENTHD1
NM_004810	GRAP2
NM_138435	FAM83F
NM_001162501	TNRC6B
NM_000026	ADSL
NM_015705	SGSM3
NM_020831	MKL1
NM_005297	MCHR1
NM_006358	SLC25A17
NM_003932	ST13
NM_022098	XPNPEP3
NM_145174	DNAJB7
NM_014248	RBX1
NM_001429	EP300
NM_031488	L3MBTL2
NM_138481	CHADL
NM_002883	RANGAP1
ENST00000598651	AL035681.1
NM_017590	ZC3H7B
NM_003216	TEF
NM_016272	TOB2
NM_032758	PHF5A
NM_001098	ACO2
NM_138338	POLR3H
NM_014460	CSDC2
NM_002676	PMM1
NM_015704	DESI1
NM_001469	XRCC6
NM_005008	NHP2L1
NM_001142964	C22orf46
NM_152513	MEI1
NM_024821	CCDC134
NM_004599	SREBF2
NM_001207020	SHISA8
NM_052945	TNFRSF13C
NM_024053	CENPM
NM_145733	SEPT3
NM_152613	WBP2NL
NM_000262	NAGA
NM_001002034	FAM109B
NM_033318	SMDT1
NM_002490	NDUFA6
NM_000106	CYP2D6
NM_005650	TCF20
NM_145912	NFAM1
NM_015703	RRP7A
NM_014509	SERHL2
NM_001278657	POLDIP3
NM_000398	CYB5R3
NM_001165877	ATP5L2
NM_017436	A4GALT
NM_014570	ARFGAP3
NM_007229	PACSIN2
NM_012263	TTLL1
NM_001197	BIK
NM_173467	MCAT
NM_000714	TSPO
NM_015140	TTLL12
NM_173050	SCUBE1
NM_001044370	MPPED1
NM_022785	EFCAB6
NM_014351	SULT4A1
NM_138814	PNPLA5
NM_025225	PNPLA3
NM_015380	SAMM50
NM_001003828	PARVB
NM_022141	PARVG
NM_001099294	KIAA1644
ENST00000406912	RP1-32I10.10
NM_032287	LDOC1L
NM_001198721	PRR5
NM_181334	PRR5-ARHGAP8
NM_001017526	ARHGAP8
NM_138415	PHF21B
NM_007172	NUP50
NM_015264	KIAA0930
NM_006953	UPK3A
NM_001104595	FAM118A
NM_148674	SMC1B
NM_015653	RIBC2
NM_006486	FBLN1
NM_013236	ATXN10
NM_058238	WNT7B
ENST00000396008	C22orf26
NM_018280	PRR34
ENST00000381051	FLJ27365
NM_001001928	PPARA
NM_207327	CDPF1
NM_006071	PKDREJ
NM_017931	TTC38
NM_016426	GTSE1
NM_018006	TRMU
NM_014246	CELSR1
NM_015124	GRAMD4
NM_022766	CERK
NM_014346	TBC1D22A
ENST00000405369	LL22NC03-75H12.2
NM_001082967	FAM19A5
ENST00000407505	CTA-299D3.8
NM_001289922	C22orf34
NM_014577	BRD1
NM_014838	ZBED4
NM_024105	ALG12
NM_001135101	CRELD2
NM_001001852	PIM3
NM_001001694	IL17REL
ENST00000433387	TTLL8
NM_015166	MLC1
NM_018995	MOV10L1
NM_052839	PANX2
NM_025204	TRABD
NM_031454	SELO
NM_020461	TUBGCP6
NM_032019	HDAC10
NM_002969	MAPK12
NM_002751	MAPK11
ENST00000595015	AL022328.1
NM_012401	PLXNB2
NM_001001794	DENND6B
NM_001242898	PPP6R2
NM_002972	SBF1
NM_024866	ADM2
NM_017584	MIOX
NM_033200	LMF2
NM_001185011	NCAPH2
NM_005138	SCO2
NM_001257989	TYMP
NM_001014440	ODF3B
NM_138433	KLHDC7B
NM_001123225	SYCE3
NM_004377	CPT1B
ENST00000453634	CHKB-CPT1B
NM_005198	CHKB
NM_012324	MAPK8IP2
NM_000487	ARSA
NM_033517	SHANK3
NM_001097	ACR
NM_001130923	RABL2B
NM_006614	CHL1
NM_014461	CNTN6
NM_175607	CNTN4
NM_000564	IL5RA
NM_182916	TRNT1
NM_016302	CRBN
NM_020873	LRRN1
NM_006515	SETMAR
NM_182760	SUMF1
NM_001168272	ITPR1
ENST00000449914	AC018816.3
NM_003670	BHLHE40
NM_018184	ARL8B
ENST00000600805	AC026202.1
NM_014674	EDEM1
NM_181874	GRM7
NM_014583	LMCD1
NM_001256748	SSUH2
NM_001234	CAV3
NM_000916	OXTR
NM_020165	RAD18
NM_014850	SRGAP3
NM_015453	THUMPD3
NM_001080517	SETD5
NM_198560	LHFPL4
NM_001077525	MTMR14
NM_153635	CPNE9
NM_001003694	BRPF1
NM_016821	OGG1
NM_003656	CAMK1
NM_006354	TADA3
NM_001198780	ARPC4
NM_001198793	ARPC4-TTLL3
NM_001025930	TTLL3
NM_173659	RPUSD3
NM_001199623	CIDEC
NM_032492	JAGN1
NM_153483	IL17RE
NM_153461	IL17RC
NM_001031717	CRELD1
NM_207351	PRRT3
NM_018447	EMC3
NM_001008737	LOC401052
NM_033084	FANCD2
NM_001164839	FANCD2OS
NM_018462	BRK1
NM_000551	VHL
NM_001570	IRAK2
NM_014760	TATDN2
ENST00000437082	RP11-438J1.1
NM_001134941	GHRL
NM_001136026	SEC13
NM_001001331	ATP2B2
NM_014229	SLC6A11
NM_003042	SLC6A1
NM_001098212	HRH1
NM_006395	ATG7
NM_001128219	VGLL4
NM_001284401	TAMM41
NM_133625	SYN2
NM_003256	TIMP4
NM_015869	PPARG
NM_001145392	TSEN2
NM_001195279	C3orf83
NM_014160	MKRN2
NM_002880	RAF1
NM_001284406	TMEM40
NM_001162499	CAND2
NM_001007074	RPL32
NM_001134382	IQSEC1
NM_024923	NUP210
NM_024827	HDAC11
NM_001004019	FBLN2
NM_004625	WNT7A
ENST00000424053	TPRXL
NM_144636	CHCHD4
NM_024334	TMEM43
ENST00000608606	RP11-434D12.1
NM_004628	XPC
NM_014463	LSM3
NM_001134367	SLC6A6
NM_001080423	GRIP2
NM_016474	CCDC174
NM_032137	C3orf20
NM_152536	FGD5
NM_003298	NR2C2
NM_022497	MRPS25
NM_022340	ZFYVE20
NM_014296	CAPN7
NM_004844	SH3BP5
NM_152396	METTL6
NM_033083	EAF1
NM_005677	COLQ
NM_012260	HACL1
NM_000060	BTD
NM_015199	ANKRD28
NM_054110	GALNT15
NM_206831	DPH3
NM_138381	OXNAD1
NM_015150	RFTN1
NM_001190811	DAZL
NM_001144382	PLCL2
NM_001134381	TBC1D5
NM_001257177	LOC339862
NM_002971	SATB1
NM_144633	KCNH8
NM_144715	EFHB
NM_004162	RAB5A
NM_001252657	PP2D1
NM_003884	KAT2B
NM_001012410	SGOL1
NM_024697	ZNF385D
NM_152653	UBE2E2
NM_003341	UBE2E1
NM_020345	NKIRAS1
NM_001253379	RPL15
NM_005126	NR1D2
NM_001128176	THRB
NM_000965	RARB
NM_001068	TOP2B
NM_018297	NGLY1
NM_017897	OXSM
ENST00000451284	LINC00692
NM_052953	LRRC3B
NM_199347	NEK10
NM_003615	SLC4A7
NM_001278182	EOMES
NM_182523	CMC1
NM_022461	AZI2
NM_001040432	ZCWPW2
NM_001003793	RBMS3
NM_001024847	TGFBR2
NM_207359	GADL1
NM_178862	STT3B
NM_017784	OSBPL10
NM_001137674	ZNF860
NM_015141	GPD1L
NM_178868	CMTM8
NM_138410	CMTM7
NM_017801	CMTM6
NM_016141	DYNC1LI1
NM_001256742	CNOT10
NM_001039111	TRIM71
NM_005508	CCR4
NM_000404	GLB1
NM_001039770	TMPPE
NM_006371	CRTAP
NM_015551	SUSD5
NM_012157	FBXL2
NM_014517	UBP1
NM_015097	CLASP2
NM_001162429	PDCD6IP
NM_001267619	ARPP21
NM_003149	STAC
NM_033403	DCLK3
NM_014831	TRANK1
NM_014805	EPM2AIP1
NM_000249	MLH1
NM_006309	LRRFIP2
NM_001172713	GOLGA4
NM_178339	C3orf35
NM_002207	ITGA9
NM_001008392	CTDSPL
NM_015873	VILL
NM_001130964	PLCD1
NM_007337	DLEC1
NM_001607	ACAA1
NM_001172567	MYD88
NM_005109	OXSR1
NM_004256	SLC22A13
NM_004803	SLC22A14
NM_005108	XYLB
NM_001106	ACVR2B
NM_005107	EXOG
NM_001099404	SCN5A
NM_006514	SCN10A
NM_014139	SCN11A
NM_020839	WDR48
NM_031899	GORASP1
NM_145755	TTC21A
NM_033027	CSRNP1
NM_194293	XIRP1
NM_001171174	CX3CR1
NM_005201	CCR8
NM_017875	SLC25A38
NM_001012321	RPSA
NM_001278322	MOBP
NM_001284423	MYRIP
NM_005875	EIF1B
NM_001291960	ENTPD3
NM_003973	RPL14
NM_001145082	ZNF619
NM_175888	ZNF620
NM_001098414	ZNF621
NM_001904	CTNNB1
NM_017886	ULK4
NM_001042646	TRAK1
NM_000729	CCK
NM_144634	LYZL4
NM_004624	VIPR1
NM_032970	SEC22C
NM_016305	SS18L2
NM_005385	NKTR
NM_145166	ZBTB47
NM_152393	KLHL40
NM_020707	HHATL
NM_144719	CCDC13
NM_001099668	HIGD1A
NM_001296	ACKR2
NM_004391	CYP8B1
NM_001134656	ZNF662
NM_001205272	KRBOX1
NM_001129908	FAM198A
NM_032806	POMGNT2
NM_017719	SNRK
NM_018075	ANO10
NM_016006	ABHD5
NM_001145030	TOPAZ1
NM_173826	TCAIM
NM_181489	ZNF445
NM_001287349	ZNF852
NM_018651	ZKSCAN7
ENST00000419137	RP11-944L7.5
NM_173658	ZNF660
NM_006991	ZNF197
NM_003420	ZNF35
NM_033210	ZNF502
NM_001258280	ZNF501
NM_020696	KIAA1143
NM_020242	KIF15
NM_144638	TMEM42
NM_003241	TGM4
NM_016598	ZDHHC3
NM_015004	EXOSC7
NM_003278	CLEC3B
NM_022842	CDCP1
NM_015444	TMEM158
NM_015340	LARS2
NM_014240	LIMD1
NM_014016	SACM1L
NM_020208	SLC6A20
NM_020347	LZTFL1
NM_031200	CCR9
NM_024513	FYCO1
NM_006564	CXCR6
NM_005283	XCR1
NM_001295	CCR1
NM_178328	CCR3
NM_001123041	CCR2
NM_000579	CCR5
NM_001130910	CCRL2
NM_002343	LTF
NM_031440	RTP3
NM_024512	LRRC2
ENST00000599511	LUZPP1
NM_003212	TDGF1
NM_001195442	LOC100132146
NM_001190707	ALS2CL
NM_147196	TMIE
NM_013270	PRSS50
NM_001205271	PRSS46
NM_199183	PRSS45
NM_182702	PRSS42
NM_000258	MYL3
NM_000316	PTH1R
ENST00000593391	AC109583.1
NM_144716	CCDC12
NM_015175	NBEAL2
NM_014159	SETD2
NM_001134878	KIF9
NM_025010	KLHL18
NM_015466	PTPN23
NM_012235	SCAP
NM_001031703	ELP6
NM_001206943	CSPG5
NM_003074	SMARCC1
NM_138615	DHX30
NM_002375	MAP4
NM_001789	CDC25A
NM_004345	CAMP
NM_016089	ZNF589
NM_005793	NME6
NM_001080525	SPINK8
NM_207102	FBXW12
NM_001130082	PLXNB1
NM_001256964	CCDC51
NM_015933	TMA7
NM_130384	ATRIP
NM_016381	TREX1
NM_016479	SHISA5
NM_004567	PFKFB4
NM_033199	UCN2
NM_000094	COL7A1
NM_003365	UQCRC1
NM_001008269	TMEM89
NM_022911	SLC26A6
NM_001407	CELSR3
NM_016453	NCKIPSD
NM_001005909	IP6K2
NM_004157	PRKAR2A
NM_000387	SLC25A20
NM_001123040	ARIH2OS
NM_006321	ARIH2
NM_177938	P4HTM
NM_018031	WDR6
NM_001009996	DALRD3
NM_199069	NDUFAF3
NM_000884	IMPDH2
NM_198880	QRICH1
NM_005051	QARS
NM_001199160	USP19
NM_002292	LAMB2
NM_022903	CCDC71
NM_173546	KLHDC8B
NM_001080528	C3orf84
NM_178173	CCDC36
ENST00000440528	RP11-3B7.1
NM_198562	C3orf62
NM_003363	USP4
NM_000581	GPX1
NM_001664	RHOA
NM_022171	TCTA
NM_000481	AMT
NM_032316	NICN1
NM_001177644	DAG1
NM_003458	BSN
NM_001640	APEH
NM_020998	MST1
NM_022064	RNF123
NM_198722	AMIGO3
NM_013334	GMPPB
NM_153273	IP6K1
NM_001007540	CDHR4
NM_203370	FAM212A
NM_003335	UBA7
NM_005879	TRAIP
NM_024046	CAMKV
NM_002447	MST1R
ENST00000419183	CTD-2330K9.3
NM_032355	MON1A
NM_005777	RBM6
NM_005778	RBM5
NM_004186	SEMA3F
NM_144499	GNAT1
NM_006841	SLC38A3
NM_002070	GNAI2
NM_001290061	SEMA3B
NM_153215	LSMEM2
NM_006764	IFRD2
NM_003549	HYAL3
NM_012191	NAT6
NM_153281	HYAL1
NM_003773	HYAL2
NM_007275	TUSC2
NM_170714	RASSF1
NM_015896	ZMYND10
NM_006545	NPRL2
NM_007022	CYB561D2
ENST00000606589	XXcos-LUCA11.5
NM_007024	TMEM115
NM_001174051	CACNA2D2
NM_016210	C3orf18
NM_016173	HEMK1
NM_013324	CISH
NM_001243925	MAPKAPK3
NM_004947	DOCK3
NM_006010	MANF
NM_013286	RBM15B
NM_014703	VPRBP
NM_015106	RAD54L2
NM_001278195	TEX264
NM_000839	GRM2
NM_001143833	IQCF6
NM_001207023	IQCF3
NM_203424	IQCF2
NM_001145059	IQCF5
NM_152397	IQCF1
NM_004704	RRP9
NM_001003931	PARP3
NM_080865	GPR62
NM_033008	PCBP4
ENST00000489595	RP11-155D18.14
NM_032750	ABHD14B
NM_015407	ABHD14A
ENST00000463937	ABHD14A-ACY1
NM_000666	ACY1
NM_000992	RPL29
NM_001947	DUSP7
ENST00000541313	LINC00696
NM_015426	POC1A
NM_000688	ALAS1
NM_017442	TLR9
NM_007284	TWF2
NM_144641	PPM1M
NM_025222	WDR82
NM_145262	GLYCTK
NM_015512	DNAH1
NM_004656	BAP1
NM_016483	PHF7
NM_020163	SEMA3G
NM_003280	TNNC1
NM_007184	NISCH
NM_015136	STAB1
NM_001134231	NT5DC2
NM_001124767	SMIM4
NM_018313	PBRM1
NM_014366	GNL3
NM_152932	GLT8D1
NM_014041	SPCS1
NM_003157	NEK4
NM_002215	ITIH1
NM_002217	ITIH3
NM_002218	ITIH4
ENST00000468472	RP5-966M1.6
NM_205853	MUSTN1
NM_001198974	TMEM110-MUSTN1
NM_198563	TMEM110
NM_016329	SFMBT1
ENST00000607283	RP11-894J14.5
NM_052859	RFT1
NM_006254	PRKCD
NM_001258028	TKT
NM_018403	DCP1A
NM_000720	CACNA1D
NM_018397	CHDH
NM_018725	IL17RB
NM_022899	ACTR8
NM_021237	SELK
NM_018398	CACNA2D3
NM_020678	LRTM1
NM_003392	WNT5A
NM_015576	ERC2
NM_001141947	CCDC66
NM_001112736	FAM208A
NM_001128615	ARHGEF3
NM_181727	SPATA12
NM_017563	IL17RD
NM_003865	HESX1
NM_012096	APPL1
NM_001142733	ASB14
NM_001291661	DNAH12
NM_177966	PDE12
NM_001660	ARF4
NM_152678	DENND6A
NM_007159	SLMAP
NM_001164317	FLNB
NM_004944	DNASE1L3
NM_020676	ABHD6
NM_001098783	RPP14
NM_017771	PXK
NM_000925	PDHB
NM_153331	KCTD6
NM_003500	ACOX2
NM_001282714	FAM107A
NM_138805	FAM3D
NM_198463	C3orf67
NM_001166243	FHIT
ENST00000593377	NPCDR1
NM_002841	PTPRG
NM_001291941	C3orf14
NM_018008	FEZF2
NM_003716	CADPS
NM_001130003	SYNPR
NM_001080537	SNTN
ENST00000295896	C3orf49
NM_025075	THOC7
NM_001177387	ATXN7
NM_001271779	PSMD6
NM_198859	PRICKLE2
NM_182920	ADAMTS9
NM_001033057	MAGI1
NM_173471	SLC25A26
NM_015541	LRIG1
NM_032505	KBTBD8
NM_001177599	SUCLG2
NM_001252216	FAM19A1
NM_182522	FAM19A4
NM_001278689	EOGT
NM_007114	TMF1
NM_003968	UBA3
NM_006407	ARL6IP5
NM_198271	LMOD3
NM_015123	FRMD4B
NM_000248	MITF
NM_001244810	FOXP1
NM_001134651	EIF4E3
NM_018971	GPR27
NM_001126128	PROK2
NM_012234	RYBP
NM_018130	SHQ1
NM_001080393	GXYLT2
NM_174907	PPP4R2
NM_018029	EBLN2
NM_015009	PDZRN3
NM_020872	CNTN3
NM_001124759	FRG2C
NM_001128223	ZNF717
NM_001290040	ROBO2
NM_002941	ROBO1
NM_000158	GBE1
NM_153184	CADM2
NM_016206	VGLL3
NM_014043	CHMP2B
NM_001122757	POU1F1
NM_000866	HTR1F
NM_001008390	CGGBP1
ENST00000473136	RP11-159G9.5
NM_018293	ZNF654
NM_173824	C3orf38
NM_005233	EPHA3
NM_000313	PROS1
NM_182896	ARL13B
NM_001001850	STX19
NM_176815	DHFRL1
NM_022072	NSUN3
ENST00000600213	MTRNR2L12
NM_001080448	EPHA6
NM_032146	ARL6
NM_153605	CRYBG3
NM_153182	MINA
NM_001105580	GABRR3
NM_054106	OR5AC2
NM_001005338	OR5H1
NM_001005514	OR5H14
NM_001005515	OR5H15
NM_001005479	OR5H6
NM_001005482	OR5H2
NM_001005517	OR5K4
NM_001005516	OR5K3
NM_001004736	OR5K1
NM_001004737	OR5K2
NM_001040182	CLDND1
NM_005290	GPR15
NM_000097	CPOX
NM_001271145	ST3GAL6
NM_080927	DCBLD2
NM_001850	COL8A1
NM_032359	CMSS1
NM_182909	FILIP1L
ENST00000429523	TMEM30C
NM_001199198	TBC1D23
NM_020202	NIT2
NM_014820	TOMM70A
NM_001085451	LNP1
NM_018004	TMEM45A
NM_032787	GPR128
NM_001007565	TFG
NM_015429	ABI3BP
NM_016247	IMPG2
NM_020654	SENP7
NM_017819	TRMT10C
NM_020357	PCNP
NM_014415	ZBTB11
NM_000986	RPL24
NM_024548	CEP97
NM_145037	NXPE3
NM_031419	NFKBIZ
NM_175056	ZPLD1
NM_001627	ALCAM
NM_170662	CBLB
NM_032600	CCDC54
NM_001142568	BBX
NM_001777	CD47
NM_018010	IFT57
NM_007072	HHLA2
NM_014981	MYH15
NM_020890	KIAA1524
NM_014648	DZIP3
NM_032579	RETNLB
NM_016388	TRAT1
NM_005459	GUCA1C
NM_014429	MORC1
NM_138815	DPPA2
NM_018189	DPPA4
ENST00000383686	RP11-553A10.1
NM_015480	PVRL3
NM_198196	CD96
NM_024508	ZBED2
NM_001185106	PLCXD2
NM_001134438	PHLDB2
NM_018394	ABHD10
NM_001008273	TAGLN3
NM_001042575	TMPRSS7
NM_001171747	C3orf52
NM_001190259	GCSAM
NM_183061	SLC9C1
NM_001004196	CD200
NM_181780	BTLA
NM_022488	ATG3
NM_017945	SLC35A5
NM_199511	CCDC80
NM_001008784	CD200R1L
NM_138806	CD200R1
NM_014170	GTPBP8
NM_015412	C3orf17
NM_033254	BOC
NM_001164496	WDR52
NM_144718	SPICE1
NM_017699	SIDT1
NM_001009899	KIAA2018
NM_025146	NAA50
NM_001690	ATP6V1A
NM_017577	GRAMD1C
NM_173570	ZDHHC23
NM_020817	KIAA1407
NM_001256835	QTRTD1
NM_001282563	DRD3
NM_007136	ZNF80
NM_173799	TIGIT
NM_001164342	ZBTB20
NM_001130064	GAP43
NM_002338	LSAMP
NM_001015887	IGSF11
NM_152539	C3orf30
ENST00000490594	RP11-484M3.5
NM_006952	UPK1B
NM_003778	B4GALT4
NM_020754	ARHGAP31
NM_018266	TMEM39A
NM_152305	POGLUT1
NM_016589	TIMMDC1
NM_005191	CD80
NM_001291949	ADPRH
NM_015900	PLA1A
NM_022135	POPDC2
NM_005694	COX17
NM_033364	MAATS1
NM_022002	NR1I2
NM_002093	GSK3B
NM_153002	GPR156
NM_001099678	LRRC58
NM_007085	FSTL1
NM_004547	NDUFB4
NM_000187	HGD
NM_173825	RABL3
NM_005513	GTF2E1
NM_014980	STXBP5L
NM_199420	POLQ
NM_001012659	ARGFX
NM_016298	FBXO40
NM_005335	HCLS1
NM_001256486	GOLGB1
NM_001023570	IQCB1
NM_018456	EAF2
NM_021082	SLC15A2
NM_001199799	ILDR1
NM_175862	CD86
NM_001178065	CASR
NM_005213	CSTA
NM_001017928	CCDC58
NM_014367	FAM162A
NM_019069	WDR5B
NM_002264	KPNA1
NM_001146102	PARP9
NM_138287	DTX3L
NM_001113523	PARP15
NM_017554	PARP14
NM_024610	HSPBAP1
NM_032839	DIRC2
NM_001256347	SEMA5B
NM_006810	PDIA5
NM_012430	SEC22A
NM_183357	ADCY5
NM_198402	PTPLB
NM_053025	MYLK
NM_022757	CCDC14
NM_017578	ROPN1
NM_001024660	KALRN
NM_000373	UMPS
NM_002213	ITGB5
NM_033049	MUC13
NM_020733	HEG1
NM_001195483	SLC12A8
NM_021964	ZNF148
NM_003794	SNX4
NM_022776	OSBPL11
NM_001195223	ALG1L
NM_001012337	ROPN1B
NM_001008485	SLC41A3
NM_001270364	ALDH1L1
NM_014079	KLF15
NM_182628	CCDC37
NM_025112	ZXDC
NM_001165974	UROC1
NM_152889	CHST13
NM_152533	C3orf22
NM_001039783	TXNRD3NB
NM_052883	TXNRD3
NM_032343	CHCHD6
NM_032242	PLXNA1
NM_001007534	C3orf56
NM_001136053	TPRA1
NM_004526	MCM2
NM_015720	PODXL2
NM_172027	ABTB1
NM_007283	MGLL
NM_207335	KBTBD12
NM_013336	SEC61A1
NM_003707	RUVBL1
NM_021937	EEFSEC
NM_153330	DNAJB8
NM_032638	GATA2
NM_007354	C3orf27
NM_002950	RPN1
NM_004637	RAB7A
NM_014049	ACAD9
ENST00000508239	RP11-723O4.6
NM_020741	KIAA1257
NM_024768	EFCC1
NM_000174	GP9
NM_198490	RAB43
NM_001204890	ISY1-RAB43
NM_001199469	ISY1
NM_001127192	CNBP
NM_016128	COPG1
NM_020187	HMCES
NM_006026	H1FX
NM_207307	EFCAB12
NM_003925	MBD4
NM_052985	IFT122
NM_000539	RHO
NM_153833	H1FOO
NM_015103	PLXND1
NM_001017395	TMCC1
NM_007117	TRH
NM_001136152	ALG1L2
NM_001278298	COL6A5
NM_001102608	COL6A6
NM_014602	PIK3R4
NM_001199180	ATP2C1
NM_001288950	ASTE1
NM_024800	NEK11
NM_001171906	NUDT16
NM_007208	MRPL3
NM_001289112	CPNE4
NM_001134194	ACPP
NM_015268	DNAJC13
NM_032169	ACAD11
NM_178445	ACKR4
NM_024818	UBA5
NM_153240	NPHP3
NM_023943	TMEM108
NM_003571	BFSP2
NM_017548	CDV3
NM_007027	TOPBP1
NM_001063	TF
NM_021203	SRPRB
NM_016577	RAB6B
NM_025041	C3orf36
NM_005630	SLCO2A1
NM_001005861	RYK
NM_001278683	AMOTL2
NM_015391	ANAPC13
NM_025180	CEP63
NM_178554	KY
NM_004441	EPHB1
NM_002718	PPP2R3A
NM_018133	MSL2
NM_001178014	PCCB
NM_005862	STAG1
NM_001097600	SLC35G2
NM_001291999	NCK1
NM_144717	IL20RB
NM_004189	SOX14
NM_001002026	CLDN18
